content,score
"ayolah roblox jangan asal ban akun, liat dulu siapa yang meng eksploitasi baru ambil keputusan. ini aku gak salah apa apa cuma ngobrol sebentar sama pengguna cheat di game bukannya dia yang kena ban malah aku yang kena ban. Tolonglah hal begini jangan di ulang lagi",1
aku kasih bintang 3 karena sangat-sangat ngeleg apa lagi main di brookheven ngeleg sekali tolongg dong robloxnya update sampai gak ngeleg lagi plissss👃👃👃,3
game ini sangat bagus sekali aku menyukai game ini meski ini game online tapi tetap seru semoga Roblox makin apdet amin,5
roblox adalah game online kesukaan saya di bandingkan ff sama ml saya kasih bintang 5 karena seru banget semoga game ini tedak hilang ya terima kasih😇😍,5
Roblox kenapa aku ga bisa masuk ke gamenya ya? padahal koneksi internetku bagus bgt + aku udh nyoba ngeinstal ulang 3x,1
sekarang roblox ko gini? obby pada susah koneksi buruk? logo jadi warna biru? kenapa gak warna item aja? terus mentang² udah ada id jadi bisa pake headles korblox? yang berobux rugi?terus? udah di amanin servernya tapi tetep aja ada hacker? yang buat roblox gk ngotak. kembalikan roblox yang dulu.,1
Roblox itu seru. tapi kalo lagi main tower kalo sering keluar mah nyebelin☺️☺️,5
game ini seru banget bisa mabar dan banyak game pokoknya seeu banget tapi aku terus menerus di band dari roblox,3
"sangat seru dan bisa main bareng sama temen, aku rating bintang 5 dehh, ini jadi game fav ku karna aku udah tau beberapa map yang bikin ilang stress dan makasih udah keluarin beberapa yang aku suka, tapi ada face free pas 2023 aku ga kebagian, tapi aku tetep happyy, oh ya kalo roblox lagi ulang tahun roblox buka ini pas roblox ulang tahun aja yaaa, happyy buat robloxxx xixixi, makasih udah nemenin sampe umur aku 14 thn, lopyuu so much",5
game nya seru banget aku suka banget sama game roblox tadi aku liat ada bacaan buat rating bisa dapat robux rating 5 ya gais biar dapat robux,5
ikon roblox nya bagus yg dl yg skg tambah jelek dan terlalu biasa. tolong ikon nya dikembalikan seperti yg dulu,4
"game ini sangat bagus vasilitasnya selain vasilitasnya bagus,game ini bisa mendekor ava Roblox sendiri walau harus pakai robux, Wala harus pakai Robux di game ini banyak bermacam-macam satu game yang saya sukai adalah brokheaven.digame ini saya bisa mendekor ava Roblox sendiri tidak memakai Robux.saya senang sekali bermain game ini,yuk samaan👍😁",5
Ini game Dajjal jangan dimainkan temen temen karena pembuat game nya agak laen masa di kasih batasan umur berarti itu nambahin biar pemain game Roblox sepi kan?. mana gua mau main deadrails sama mm2 aja tiba tiba terkunci game mm2 sama deadrails nya memang tolol lu pembuat Roblox.,1
"omg game online paling seru sejagat raya seh ini😍😍😍🥰🥰 bagus, map nya banyak, seru, bisa mabar, rame, bisa ketemu konten creator terkenal, pokoknya roblox game in the beast dehh😘😘😘😘 i lop you sekebon deh roblox 😘😘😘😘😘💐💐💐💐",5
game nya seru sama bisa mabar gitu tapi tolong di berbaiki bug nya ya roblox 🙏,5
"tolong fix bug dalam invetaris kepala, saya ingin pakai kepala yang saya inginkan cuman tidak terpasang ke avatar roblox saya, tolong diperbaiki lagi",3
game bagus dan seru tapi asal aku mau masuk ke robloxnya selalu ada pesan koneksi eror yang membuat aku gak bisa main roblox dan harus uninstall roblox,5
Ini sihh game kesukaan ak ak KLO ada game ini nggak ada deh kesedihann untuk Roblox makasih ya udh buat game seseru ini 💌💌,5
bagusss hampir tiap hari ni gw login roblox tpi banyak bug juga si kurang the best sama sering dc juga🙄 begitu aja byee,5
"di roblox ada banyak sekali menara yang unik, selain itu di roblox saya suka menara jumbo yang unik itu, dan kualitas lainnya",5
Roblox itu kesukaan anak-anak tapi game ya seru baget jadi aku kasih bintang lima kerena aku suka game milo tower like aku kasih 1T menurut aku jadi terima kasih untuk Roblox.,5
"untuk pihak Roblox tolong perbaiki bug dimana furniture atau banguna menjadi transparan atau menghilang, karena hal tersebut benar benar menganggu saya",1
game nya seru dan juga bisa Mabar dan banyak map nya sampai aku buat 4 akun Roblox seru bisa cari teman juga 😆😆😆😆🌸🌸🌸,5
"ava gw ganti nii yang mau mabar usn:me_yessfound45 kecil semua ya tpi roblox sering update, bug nya ada pulak",5
bener bener suka banget sama roblox karna tower nya menarik menarik and lucu lucu pokoknya cinta bgt ❤😘,5
game nya bagus amat ulasan ku dikit aja soalnya ga tau mau bilang apa sama ini game tapi pokoknya bagus semangat ROBLOX,5
aku sangat suka dengan game in karena aku bermain . ad satu hal yg buruk aku tidak punya Robux 1pun tidak punya tapi yang penting aku. bisa main Roblox yeah,5
geme ini bagus dan ada juga yang gampa dan banyak tower barjadi makin seru ini baru pengalaman saya main roblox,5
seru banget bisa mabar lagi towernya juga banyaak makasi ya roblox kapan kapan ganti lagi profilnya jadi abu abu bayu,5
bagus banget!!! aku udah main bertahun tahun gak pernah bosen sih aku seneng bangett sukses terus roblox,5
enak main nya ada obby b#n#h sama petualangan gitu yah tetapi ada bug atau ngeleg jadi gpp yah asyik semua nya thanks you pemilik Roblox👍🎉,5
gamenya bagus seru teman teman saya juga bermain Roblox dan berbagai update nya bagus saya rating 100 per sepuluh👍👍👍👍🎉🎉🎉,5
"bagus banget permainan nya gak ada iklan lagi, pokonya baguss pastiin deh kalian punya Roblox deh 🥰🥰🥰🥰",5
ROBLOX Sangat bagus dan untuk semua anak bisa main kecuali anak berumur 1 sampe 2,4
buatkan lah harga Roblox lebih ringan saat bermain di HP kentang tidak keluar sendiri dan tidak lebih berat berat,1
bagus Terima kasih ya roblox ya kadang aku keluar sendiri sih aneh dan ada bugnya gitu tolong dibenerin ya,5
Roblox mod tidak perlu ditanya lebih panjang meski lebih bagus daripada Minecraft FF ML tak pernah ada yang bisa menyaingi roblox roblox lebih tinggi ada tower dan juga bisa pamer pameran,5
game ini seru. banget nya banyak banget yang kita mau mainin apalagi yang kita mau mainin ini itu bisa dicari segera kunjungi roblox ini terima kasih,5
game bagus dan ada banyak game tapi aku aneh ama logonya roblox dulu item putih tapi di HP ku biru aku kebingungan gara gara bedain nya,5
game nya keren dan seru dan bisa mabar sama teman lalu banyak sekali game di roblox semoga( di baca),5
Game nya bagus bangettttttt gak bisa berkata kata keren pembuat Roblox terus berkembang game nya keren bangett,5
sangat bagus dan tidak pernah menjelekkan game lain kaya misalnya= eh game roblox mau nya nih sakura sekul simulator punya id ngga,5
game nya seru banget tapi ada satu yg kurang mohon natural disaster itu hilang kan di roblox natural disaster itu kayak layar tegak di roblox,4
gamenya seru terus banyak mapnya bisa mabar pokoknya kalo lagi bosen mending main roblox,4
"game ini banyak dan gak ngebosenin ada kota ada perangperangan,,, pokoknya banyak dan seru makanya bintang 5 I LOVE Roblox 🤩🤩🤩🤩🤩",5
karena game Roblox sangat seru dan saya sudah memainkan nya sejak dulu dan ini salah satu game favorit saya yg sangat amat seruuuuu tetapi masih ada hacker di Roblox jadi aku harus berhati hati,5
permainan nya sangat banyak dan sangat sangat seru sekali pokok nya kalian harus donlod Roblox sekarang ya kalian ngk bakal nyesel dengan permainan Roblox inihh pokok nya no satu deh seru banget soal nya,5
aku tidak Nyangka kalo game ini seru banget grafik nya bagus lagi aku kasih bintang lima karna game ini seru banget aku cinta Roblox 👍,5
game ini sangat bagus saya menyukai game ini. tapi tolong lah warna game roblox nya jangan di ganti warna biru 🙏🙏saya lebih suka warna roblox yang dulu 😇😇,5
game nya sangat seru saya selalu main kan game nya yang paling sering saya main di roblox adalah Dead rails,5
seruuuu bgttt tabahh gak ngebosenin debesss bgt gak bisa kalo gak mainin Roblox dalemm sehari mau pun satu juga 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😍😍😍😍😍😍 tapi setiap Minggu sekali upgrade Mulu jadi nya memo jadi kepenuhan jangan update lagi ya Rablox,5
suka banget main roblox cuman mines nya banyak banget mb nya jadi sering nge lag tapi tetep seru🙌🌷,5
alasannya aku suka bermain game ini karena kalo aku sedang setres atau sedih aku bermain Roblox supaya yang aku alami tadi menjadi lebih baik ya udah segitu aja infonya,5
mohon maaf roblox saya ngebug map nya tidak render padahal sudah bagus internetnya semoga diperbaiki😐😐😐,4
game ini sangat populer dan sangat bagus dan ada orang ramah dan juga Brookhaven tapi walaupun aku tidak ada robux tapi aku senang dengan game Roblox,5
Aku suka sih dari dulu roblox tapi kenapaaaaaaaa!!!!!!! Default karakternya di ganti!!!!!!!!!!,5
"bagus 😎👍👍🤩🤩🤩👍👍banget sih 💥💥💥tapi saya saranin biar tiap tahun itu ada event kayak di tahun 2023 kayak semunya tuh gratis tapi tiap tahun 🙋karena kasih juga ada bacon/arcon yang diejek, semuga saran saya dilihat sama pihak roblox 🥰",5
"aku sii main nyaa seruu bangett malahan aku main ber tahun tahunn di roblox juga banyak item lucu plus gratiss, aku suka bangett sama game inii",5
gamenya sudah lumayan bagus tapi tolong yang membuat roblox jangan di update terus lah gamenya hape ku sudah tidak kuat ini🙏😭,3
"warna Roblox nya kurang cocok lebih cantik warna hitam, dan kenapa semua pengguna akun tidak bisa pakai mikrofon",5
"Game terburuk,kenapa aku bilang game terburuk karena, aku main dead rail ada yang nge troll temen ku di tinggal smpe jauh terus aku cuman bilang ""stop stupid my friend is left behind"" aku ga salah apa"" cuman ngetik kek gitu di banned 1hari bug nya banyak lagi,untuk admin Roblox di lihat dulu jangan tiba"" ban org aja -🧠",1
game roblox ini paling ku suka dia gak ngelag dan mainan nya sangat seru dia juga gak mempunyai iklan aku suka bgt sama game ini,5
saya minta heker di roblok selalu diperhatikan gua bukan heker tapi kenapa saya tak bisa main seluruh gem di Roblox padahal gua udah di donet 12 robux tapi gak bisa main lagi,5
gem ya bagus deh kalo gitu mah aku senang sekali karena aku sayang sama roblox seru loh gak bosan deh dijamin sampai besar aku mainnya terima kasih gem ya,5
game nya bagus tapi kok ngeleg ya? padahal jaringan wifi saya bagus. kok gitu ya roblox?,4
aku suka Roblox towernya rame-rame ditambah semuanya itu ramah tapi suka ada yang benci aku kita bisa mencari pacar di sana tuh,5
seruuu banget banyak permainan di roblox saya suka sekali map yang saya suka adalah Dandy world! aku suka love untuk roblox!!!,5
roblox bisa gak si bikin bug verifikasi 2 langkah jadi gak ada akun aku jadi gak bisa masuk codenya juga di akun gmn cara masuk coba roblix pretty dongo,1
bisa banget kita Mabar ini yang bikin Roblox tolong di benerin ya benerin deh Brookhaven karna ada suara mengerikan taugak cuma itu dulu ya,4
kenapa ya sekarang Roblox keluar kode error 279 mulu padahal sinyal bener kenapa sih harus di update gini kan lebih enak gak gini yang setuju harus like aku,4
keren banget ada berbagai game campuran dari game lain Roblox memang keren of the best,5
kenapa bisa akun saya roblox tidak bisa di masuki padahal saya ingin log in lalu saya masukan password dan nama padahal saya sudah penyimpan password,1
karena dia Roblox itu seru banget dan banyak tower imut dan unik tapi kalo gaboleeh ya soalnya ada menara Yesus gak boleh Yesus dijadikan menara ya Ok oke deh sekian makasih sudah membaca pokoknya Roblox itu seru banget,5
"game nya baguss bangett🩷,tapi sayangnya pakai data coba aja offline 😔, Roblox bikin offline dongg😭",5
semua gamenya bagus tapi robloxnya overprotektif banget sampe harus reset password gara gara gagal verifikasi sekali loh,4
Roblox bisa main apa pun dan dia bisa juga main tower dan ada game tumbuhan selain itu juga bisa item gratis,5
bagus banget ini game tapi harus nya ini beli ava nya gausah pake uang tapi gpp soalnya ini game bagus ini juga game terbaik buat aku i love you Roblox 🥰🥰😘😘,5
"Lebih suka logo roblox yang dulu... yang sekarang aneh sumpah, mending warna hitam, jadi plis ya balikin logo roblox ke warna hitam lagi, kami kurang suka logo roblox warna biru",3
"game ini sangat bagus saya suka memainkan game roblox bersama teman saya dan adek saya,saya juga pernah juga sama saudara saya saya tertawa terbahak bahak bermain map brookhaven",5
Roblox tolong hapus bug loading stuck nya saya tidak bisa bermain Roblox:(. tolong perbaiki bug loading,1
sumpah gamenya bagus bgt yg awalnya download karna gabut doang eh malah ketagihan tapi yg kurang itu satu yaitu robux minimal ngasih robux gratis Napa minimal 10 robux aj gpp kok semoga dibaca ya dan jangan lupa di kasih robux gratis ya kepada pihak Roblox sekian itu saja ulasan nya,4
permainan nya bagus buat main yg lagi gabut tapi aku sering gk bisa masuk Roblox nya knp sih,5
"pastinya kau suka banget karena, ya pasti udah tau kan btw yang mau add aku usn aku ini Mabar_yuk18 itu ya tapi yang aku ga suka adalah, balikin logo Roblox yang dulu ga mau tau😭🫵",5
keren bngr tpi sayangnya Roblox nya ini di ejek kotak kotak tpi dia keren dan bnyk map yg seru buat kita mainkan😋😋,5
"game roblox ini seru tapi ada kesalahan dikit setiap gua mau main tower, tower nya selalu gelap",4
"robloxnya itu seru map nya banyak bgtt, map yg paling aku suka itu wall hop, its the best dehh",5
"pkoknya ini gm faf ak bngtt!! game ny bgs bngtt plisss😻🎮💕dlu ak iseng"" download game ini karena penasaran game roblox itu kek ap, eh mlh tiba"" ak yng dlu ny player ml sekarang udh tergeser sm game ini🤭pokoknya kalian jg hrus cobain game ini juga biar bisa mabar bareng sm aku😻🙌oke sekian dri ulasan aku sampai jumpa",5
sumpah ini game nya bagus bett tapi menurut aku warna game robloxnya kenapa warna biru padahal kan lebih bagus warna hitam tapi gpp sih soalnya aku suka bgt sama roblox gara gara roblox bikin aku mood setiap hari thank you ya roblox,5
bagus sih aku dari beberapa tahun main dulu banyak banget bacon yang baik baik tapi sekarang udah pada Mandang Avatar sama toxic toxic aku kasih bintang 4 dulu ya roblox,4
bagus tapi perlu lebih banyak ava gratis karena keren tapi kenapa logo Roblox nya warna biru apa kamu bisa jelasin kenapa logo nya warna biru?,4
karna roblox itu seru walau waktu aku blum update pasti pas mabar sama teman itu tulisanny jadi bhs inggris karna aku gk hafal bhs inggris jadi aku cuekin aj yg pas bhs inggris dan aku selalu bermain roblox dari pada game lain soalny ini bagus bgt🤫🤫,5
update terbaru roblox sekarang membuat saya pusing karena saya binggung bagaimana cara menggunakanya terutama REGIONAL PRICING apa itu? aku tidak mengerti dan tolong kembalikan logo roblox yang DULU!,2
game nya bagus tapi setelah update malah makin ngeleg tolong developer Roblox untuk kurangi grafik nya,3
"suka bangett sama game ini! pokoknya kalian wajib main game ini deh! buat yang gak tau cara mainnya, main teros lah! biar makin paham cara main nyaa, pokonya game ini seruu tapi bisa juga akun roblox kalian tuh dihack karna melanggar aturan roblox atau bisa juga dihack orng atau dicolong orang, POKOKNYAA YG PENTING GAME INI SERUU BETT ANJIRR! BANYAK GAME NYA TRUS SERU BANGET! WAJIB MAIN DEH KALIAN!",5
mantap roblox nya saya selalu suka dengan game ini terutama sound sistem nya,4
"gem ini ada yang pake delta terus yang pakai delta nya tuh band orang karena orangnya salah kayak jailin,main map sesad itu diusahakan yang pake delta sama heckernya di band kecuali incomu aku dengar incomu pernah nyelametin roblox kok di band? apa gara² dia heker?",5
"gamenya seru banget banget,,,,,🥰🤩🤩omg katanya Roblox terbaik 😛😛😛 ada yang ngatain Roblox namanya pazu hajar hajar,,,,,,, gak 🤬🤬🤬🤬🤣🤣🤣🤣🤣 tapi pazu ma cemen karena ngatain kita dikatain hayo Roblox gak bisa Mabar padahal kan bisa kan jujur aja aku suka banget sama game yang aku cintai dan dibully 🤬🤬,,,,,, oke itu aja postingan aku",5
roblox tolong hp ku lag lag padahal mb banyak kok aplikasi yang lain bisa dan enak main tolong perbaiki RoBlOx,3
sangat asik aku suka dan aku dapat banyak teman semoga roblox kedepannya makin asik makasih ya yg udah buat game roblox walaupun roblox cuma bisa main online tapi gk papa makasih ya yang udah buat roblox.,5
roblox plis deh jangan eror ngelag aku tuh suka sih sama game nya tapi kenapa suka tiba-tiba keluar server,4
tolong ko semenjak update Roblox eror tiba2 keluar sendiri tolong di perbaiki ya😠,3
"Roblox adalah game yang bagus,banyak sekali tower yang dapat di mainkan,karena itu saya memberi rating 5",5
game rekomemdasi banget sihh!!! gamenya seru udah gamenya banyak MB nya dikit behhh..... main tiap hari ini mah kalo kalian gabut cari game mending kalian main roblox game nya seru banget Terimakasih roblox telah menghibur saya🤩🤩,5
Game sangat bagus :) tapi sayangnya akun saya kena hack seseorang tolong bantu saya agar bisa memakai akun saya kembali nama akun yg kena hack USERNAME: Ikhwanselimau tolong roblox bantu saya agar akun saya kembali😭 dan 1saran mohon pihak Roblox membuat Roblox tidak berat memorimya,5
aku gak bisa main ini roblox diperbaiki dulu bug. nya yaa❤❤,4
suka sih tapi lebih suka Roblox yang dulu sekarang ugc ugc gratis/free udah dihapus🥲😕🙃😔pls kembaliin yang. gratis dulu dulu banyak banget yang gratis pls jangan diulangi pls pls pls,4
game nya seru dan map nya banyak aku kasih 5 bintang ya makasih yg udh buat roblox,5
gw edit lagi karena roblox gw ngak bisa masuk full hitam ngak bisa digunakan apakah aing harus rela uninstall roblox dan kehilangan semuanya apakah saya harus berjuang lagi dari awal,1
game ini seru banget jadi bisa ganti ava gitu sama banyak game yang bisa dimainkan makasih roblox thank you,5
Roblox seru untuk dimainkan tapi aku kurang suka sama orang yg sombong plis Roblox jangan ada yang sombong beri tahu mereka tapi jangan banned atau di hapus akun nya kasih peringatan aja ya terus Roblox banyak game game yg seru seperti blox fruit blue lock rival evade the strongest battlegrounds dan lain lain masih banyak game seru,5
"aku ga suka ama update an ama roblox sekarang ,karna warna logo roblox nya jdi biru and yang lebih cocok sebenarnya hitam ,dan semua player roblox pun ga suka dengan warna logo roblox sekarang !",4
Roblox seruuuuuu banget kalian harus punya deh.... awalnya main tower tuh jatoh Mulu lama lama seru kalau main tower 💓,5
gamenya bagus tapi masa keluar aplikasi dikit langsung keluar dari game yang kita mainin di Roblox tolong developer Roblox tolong dibantu ya 👍👍🙏🙏,4
main Roblox itu seru ya walaupun kadang ngeleg sih tapi bagus banget nggak ada iklan nya,5
aku suka banget game roblox aku udah mainin ini 3 tahun kayak nya pokoknya semenjak brookheven bisa 3D aku seneng banget makasih owner brookheven dan roblox nya sendiri,5
game ini sangat seru walaupun ngelag tapi tetap seru banget semoga roblox bisa sukses dimasa depannya😊,5
game nya bagus seru kalo bosan main roblox setiap hari dan gk ada bug Terima kasi yaah developer,5
kalau bisa tolong ubah logl roblox menjadi hitam lagi soaalnya itu lebih bagus dannyaman di lihat,5
game nya bagus aku main Roblox dari tahun 2020 dan aku masih main sampai sekarang karna game nya bagus,5
bagus banget bagus tapi yg bikin aku kesel karna saudara ku main roblox tapi dia ngomong kalo roblox itu game buriik gitu jadi nya aku agak emosi deh pas main sama dia ttapi bagi saya menyenangkan 🥰🥰😍,5
game nya bagus banget apalagi di brookhaven seru dan kalo kita main di brookhaven kita bisa dapet temen banyak temenku di roblox aja udah sekita 61 dan konten creator juga main roblox lohhh jangan lupa mampir di roblox yaa gamenya seruuuu dan banyak mapnya,5
Gemnya seru tapi harusnya lebih banyak baju bagus yang gratis dan kenapa roblox ini menjadi warna biru,5
roblox sangat bagus untuk mengisi waktu luang kalau bisa teleponan wowww canggih bangettt,5
Saya sangat suka sama game ini tapi pas saya mau main malah keluar tolong ya diperbaiki lagi ya roblox,5
game nya bagus banget tapi mengunakan Wi-fi atau data kumohon roblox berikut tidak memakai Wi-fi atau data,5
"game nya bagussss banget sayang nya sering nge bug, ini kl aku saranin sih game roblox dari pada pazu",5
ini mah game favorit gua recomend segala usia seru bnget bisa voice chat tapi 18+ ya yang boleh trus gmapang nyari teman mabar wah thks ya roblox,5
Roblox seru tapi ga dapet semua nya gratis rambut bagus gt semoga di update ya dapet semua gratis 😙,5
robloxx bagus sih gamee nya tapi ad bug nama nya black scrint tolong Roblox dikurranngi lagi bug nya,3
game Roblox seru bangettt skin nya bisa di modifikasi sampai jadi bagus sama keren,5
Game nya bagus Tapi jika aku ingin keluar dari permainan tapi kok malah masuk lagi tolong di perbaiki ya Roblox,5
"seru banget kalian harus coba sih,dari pada main sakura mending main roblox lebih seru",5
aku mau maen roblox kok ga bisa setelah update perbaiki lah ku coba terus gabisa²,1
Aku suka banget sama gem roblox soal nya seru banget tapi sayang nya sering banget apdet mana memori ku penuh kadang si Roblox nya aku hapus terus aku download ulang,5
"seru banget kalian wajib coba soh,cuman roblox itu update terus tapi isinya masih sama aja itu aja sih kekurangannya🙏🙏",4
bagus Roblox tapi gamenya ngebug plus gamenya masih patah patah sila diperbaiki ya :),5
Gamenya Bagus aku udah main Tahun 2020 kemarin. sekarang iya udah Update tapi Iya Ini baru pertama kali Sihh aku Update Roblox sihh hehehe gpp lah Yang penting seruu asik lagi. tapi Tolong iya developer Logo lamanya Roblox balik Kasiaan nihh yang udah main Roblox dari lamal😑,4
game nya seru banget tapi ada banyak bug pas ku manin tolong berbaik agar seru dan menyenangkan 💎ya Roblox,5
"bagus bgt cuma banyak bgt hackernya, mungkin roblox bisa ban hackernya dan juga tiba tiba dc padahal jaringan baik baik aja🙂🙃☺ maaf ya🙏🙏",4
permain ini cukup bagus🥳🥳 banget karna update aku suka game ini seru cukup banget buat aku pokoknya roblox kasih lagi update nya ya😍😍😍,5
"seru banget tapi sayang suara di gameplay ku hilang,kenapa ya??,kasih tau dong gimana cara balikin suara hilang yang ada di Roblox",3
saya punya masalah dengan tidak sengaja daftar ke versi roblox vietnam dan sekarang tidak bisa install yg versi sekarang,1
game ini bagus tapi kalo update kasih robux lah setidaknya 100 atau 90 terima kasih semua atas kebaikan game roblox,5
sebener nya udah bagus tapi item roblox nya banyakin yg gratis nya ya soal nya yg gratis itu itu doang🙏🏻,4
game ini aku udah pakai dari 2023 game ini seru sekali karna ada tower ada obby ada taman air dan ada map pelukan dua pemain jadi di map pelukan dua pemain bisa apat jodoh aku juga dapat jodoh di Roblox yang tadinya aku gak punya pacar jadi sekarang aku punya pacar seru sekali.,5
gamenya seru karena ada playernya Inggris ada arab Saudi ada semua ada (gamenya seru karena ada games di dalamnya game roblox dan ada muti player walaupun aku bosen game dan gak ada selain game-games lain seperti mini word:s atau minecraft atau plants vs zombie 2 dan plants vs zombie 1,5
tolong untuk Roblox ya pls kuatin pertahanan dari hacker nya di kuatin banyak yg pake mod dan ngeselin sumpah gua di teleport ke alam lain,4
"Tolong untuk roblox tombol loncat nya lebih di perbesar lagi,soalnya kalo maen tower suka ga ke pencet🙏",5
"apk nya bagus dan banyak gamenya, tapi masih aja banyak hacker caper yg berotak mujan ada. pls admin atau dev roblox ban semuanya yg make cheat",5
Permainan nya bikin aku bersenang senang aku suka dengan permainan inii kapan kapan buatt permainan baru yang berkaitan dengan roblox yaa,5
aku rindu sama roblox dulu😭😭😭 tapi game nya versi baru lebih bagus jadi aku kasih rating 5 yahh,5
saran aku roblox jangan update mulu napa terus tombol loncat ny basarin dikit soal ny kadang nggk kepencet karena terlalu kecil,2
aku suka main Roblox karena bagus server di Roblox banyak sekakali dan seru seru tolong di bagus kan lagi ya dalam server karena kebanyakan ngebug,5
"menyenangkan, bagus, dan bergaya terimakasih telah membuat game ""Roblox""",5
tolong perbaiki bug nya saya login ke Roblox nya lama bangett walaupun gitu saya tetap kasi bintang Lima,5
Game ini banyak permainan walau bug/ngelag tapi gw gak peduli gw suka game ini gw nilai bintang 5 sumpahlah game roblox ini EMANG THE BESTTT🤩🤩😍😍❤️,5
roblox game seru banyak petualang yang bisa dimainin aku juga dapet banyak temen baru termasuk adiku akus ering Mabar ber empat sama teman teman ku. dan adiku,5
sebenar nya bagus banget dan lucu lucu tapi banyak hacker Delta kembalikan incomu roblox!,5
bagus gamenya tapi kenapa logonya diganti sama warna biru Roblox kamu harus menggantinya dengan logo original,3
pls sistem roblox jgn kasih bug ak main blox fruit ngebug semoga cepat dihilangkan roblox meskipun seru tetap aja ad yg mengalami bug pls semua game di roblox jgn sampai 0 fps hey roblox pls game blox fruit nya coba dibuat lebih stabil fpsnya saya mohon,2
"aplikasi nya seru banyak map dan tower,tapi aku lebih suka logo roblox yang lama",5
gema ini sangat bagus dan seru🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩 aku bahkan bisa bermain bersama teman lamaku jadi aku bisa bermain dengan dia setiap hari aku sangat senang walaupun aku sudah 1 tahun tidak main Roblox karena ada masalah tapi memori aku saat bermain Roblox waktu kecil tidak hilang,5
roblox sangat bagus map map nya juga tapi minimal map nya ada yabg dapatin rambut gratis ya perbarui lah,4
suka banget sama game satu ini apalagi udah ku masukin dalam game yang paling aku suka bisa Mabar juga tapi kadang suka ngeleg di hpku tapi aku suka banget sama Roblox. Roblox kasi aku robux dong🥰,5
"gamenya bagus cuman kalo ada orang yang kita report agak lama ya di respon Roblox nya?? updatenya juga bagus kok! bertahan terus buat Roblox💗yaaa..walaupun banyak yang pake sricpt atau toxic tapi saya mau nanya ada apa masalah dengan emot ini?"",😘"" saya memakai emot itu sampai tidak boleh chat 10 menit! Huft 💔",4
"sangat bagus dan sangat enak untuk di mainkan,untuk Roblox terimakasih sudah membuat game yang seru😁😘",4
"game nya bagus bgt anak sy sampe ketagihan main game ini sampai berebutan sama adeknya,adeknya jg mau main game ini gamenya namanya roblox toh ga pernah denger 🤭🤭",5
"bagus bangettttsgbsksnsmaak, aku udha main dari tahun 2021/2022, seruuuu, vibes 2022 nya kerasaa dikitt, makanya aku selalu ada Roblox di hp kuh, main sama sepupu? HEMMMMMMMMM seru coooooo, MAIN CEPETAN, DOWNLOAD CEPETAN, bagus ny minta amponnnnnnnnn, buat depeloper nya, OMG YU SO KUL MEN.. ok",5
gemnya bagus terus bajunya ada yang gratis terus ngak iklan pokok nya roblox itu bagus deh👍,5
Maya seru dan banyak game lainnya dan sumpah seru banget tahu semua orang harus mencoba game Roblox ini deh soalnya seru banget mainkan dengan teman kalian 😄,5
"kok Roblox gw g bs d buka y, pas gw buka malah connection eror, padhal wifi lancar jaya. Ada yg sm?",1
"kecewa bgttt aku,udh hapus banyak² permainan&aplikasi mlh sia².aku update Roblox malah kyk gni sia² ttau,Pokok nya aku sangat⁹ kecewa sama aplikasi roblox ini,aku ksh bintang 1 sorry😒",1
roblox untuk dimainkan sama orngorang bnyak yang main kan nyh sampai ad jutaan at miliaran roblox inih sangat bgaus tapiandaikan roblx punya robux gratis biar kita semua kaya dan roblox cara main nyah juga lengkap tapi saya tidak bisa kembalikan akun saya yang masih ad robux atau avatar bagus plushie saya sedih tapi sayah kuat kuatin aj saya ingin sekali roblox ganti menjadi yang dulu saya kasih bintang 5🙏🏼🤗🤗,5
"kok gamenya aku gk bisa masuk tulisannya updrade your roblox sama ada aplikasi baru roblox kok gitu ya?? mohon diperbaiki,",1
"penarikan data dalam permainan sangat banyak, dan untuk wifi tidak bisa di gunakan saat bermain di game Roblox",1
game nya sangat bagus tapi kekurangan nya 1 yaitu pake kuota jika saja roblox oflen saya akan beri reting 5,4
kenap ya tolong Roblox diperbaiki pas saya main brokeven kok air mancur nya hilang dan sering kena band🙏 tolong bgt terimakasih 🙏,2
game nya sangat seru banyak game Roblox dari mulai petualangan dan olahraga dan masih banyak lagi,5
game ini bagus dan seru tapi ada penipuan yang kejam penipuan barter buah di map grow a Garden dan saya di tipu 2jt oleh org tersebut untuk pihak Roblox ajar di banned yang melanggar penipuan...,2
"game nya sangat bagus,tapi aku kadang kalo mau masuk ke salah satu game disitu tiba2 keluar dari Roblox.",5
"kok game di Roblox nya gak ke load semua kayak lantai ilang dan yang lain gak ada, plis Roblox perbaiki bug ini",3
bagus sekali gema roblox saya suka sekali main nya tapi sayang nya gak bisa onmick,5
semuga dibaca depelofernya Roblox emang udah bagus tapi suka keluar sendiri jadi tolong diperbaiki sama Roblox sering blek skrim kalo dibaca depelofernya tolong diperbaiki 🙏 sementara saya pensi Roblox dulu saya pindah ke ff jadi kalo 1 sisen ff ini udah keganti aku bakal main Roblox lagi kalo masih gak bisa aku bakalan sama semua temen temenku buat Pendi lali pindah ke ff,4
